,0
"<http://dbpedia.org/resource/The_Queen's_College,_Oxford>",12
<http://dbpedia.org/resource/Gregory_Nicotero>,12
<http://dbpedia.org/resource/Liver_cancer>,12
<http://dbpedia.org/resource/2009_Sundance_Film_Festival>,12
<http://dbpedia.org/resource/Keio_University>,12
<http://dbpedia.org/resource/Waseda_University>,12
<http://dbpedia.org/resource/Richard_Masur>,12
<http://dbpedia.org/resource/University_of_Padua>,12
<http://dbpedia.org/resource/Tara_Reid>,12
<http://dbpedia.org/resource/Danilo_Donati>,12
<http://dbpedia.org/resource/Ronny_Cox>,12
<http://dbpedia.org/resource/Novak_Djokovic>,12
<http://dbpedia.org/resource/Rotherham>,12
<http://dbpedia.org/resource/John_Corbett>,12
<http://dbpedia.org/resource/Alzheimer's_disease>,12
<http://dbpedia.org/resource/Vince_Gilligan>,12
"<http://dbpedia.org/resource/Fort_Myers,_Florida>",12
<http://dbpedia.org/resource/Taunton>,12
<http://dbpedia.org/resource/Ming-Na_Wen>,12
<http://dbpedia.org/resource/Amelia_(film)>,12
<http://dbpedia.org/resource/BC_Lions>,12
<http://dbpedia.org/resource/Chemnitz>,12
<http://dbpedia.org/resource/Final_Fantasy_VII:_Advent_Children>,12
<http://dbpedia.org/resource/Liver_failure>,12
<http://dbpedia.org/resource/Djibouti>,12
<http://dbpedia.org/resource/Oman>,12
<http://dbpedia.org/resource/Wharton_School_of_the_University_of_Pennsylvania>,12
"<http://dbpedia.org/resource/Daytona_Beach,_Florida>",12
<http://dbpedia.org/resource/Jerry_Wald>,12
<http://dbpedia.org/resource/Heriot-Watt_University>,12
<http://dbpedia.org/resource/Selena_Gomez>,12
<http://dbpedia.org/resource/Holly_Hunter>,12
<http://dbpedia.org/resource/KwaZulu-Natal>,12
<http://dbpedia.org/resource/Physics>,12
<http://dbpedia.org/resource/James_Blunt>,12
<http://dbpedia.org/resource/University_of_Dundee>,12
<http://dbpedia.org/resource/All_About_Steve>,12
<http://dbpedia.org/resource/Ruth_Gordon>,12
<http://dbpedia.org/resource/Verity_Lambert>,12
<http://dbpedia.org/resource/Ray_Walston>,12
<http://dbpedia.org/resource/Nick_Lachey>,12
<http://dbpedia.org/resource/Action_(fiction)>,12
<http://dbpedia.org/resource/Raging_Bull>,12
<http://dbpedia.org/resource/The_Rocky_Horror_Picture_Show>,12
<http://dbpedia.org/resource/University_of_Detroit_Mercy>,12
<http://dbpedia.org/resource/Third_Crusade>,12
<http://dbpedia.org/resource/Gary_Cole>,12
<http://dbpedia.org/resource/University_College_Cork>,12
<http://dbpedia.org/resource/First_Crusade>,12
<http://dbpedia.org/resource/Stuart_Duncan>,12
<http://dbpedia.org/resource/Pizza>,12
<http://dbpedia.org/resource/Confederation_of_African_Football>,12
<http://dbpedia.org/resource/Ashlee_Simpson>,12
<http://dbpedia.org/resource/Seattle_Sounders_FC>,12
<http://dbpedia.org/resource/Pablo_Picasso>,12
<http://dbpedia.org/resource/Freddy_vs._Jason>,12
"<http://dbpedia.org/resource/Fort_Smith,_Arkansas>",12
<http://dbpedia.org/resource/Joe_Pantoliano>,12
<http://dbpedia.org/resource/Prussia>,12
<http://dbpedia.org/resource/David_M._Thompson>,12
<http://dbpedia.org/resource/Luis_Miguel>,12
<http://dbpedia.org/resource/Rory_Cochrane>,12
<http://dbpedia.org/resource/St._John's_University_(New_York_City)>,12
<http://dbpedia.org/resource/Dennis_Franz>,12
<http://dbpedia.org/resource/Thomas_Haden_Church>,12
<http://dbpedia.org/resource/Spider-Man_3>,12
<http://dbpedia.org/resource/The_Man_Who_Wasn't_There_(2001_film)>,12
<http://dbpedia.org/resource/Stanford_Law_School>,12
<http://dbpedia.org/resource/Harry_Warren>,12
<http://dbpedia.org/resource/Joanne_Woodward>,12
<http://dbpedia.org/resource/Grey_Gardens_(2009_film)>,12
<http://dbpedia.org/resource/Mobile_Suit_Gundam>,12
<http://dbpedia.org/resource/Robert_Forster>,12
<http://dbpedia.org/resource/Jesse_McCartney>,12
<http://dbpedia.org/resource/Jenna_Bush_Hager>,12
<http://dbpedia.org/resource/State_University_of_New_York_at_Purchase>,12
"<http://dbpedia.org/resource/Vicksburg,_Mississippi>",12
<http://dbpedia.org/resource/Mao_Zedong>,12
<http://dbpedia.org/resource/David_Koechner>,12
<http://dbpedia.org/resource/The_Lord_of_the_Rings_(1978_film)>,12
<http://dbpedia.org/resource/Douala>,12
<http://dbpedia.org/resource/Maldives>,12
<http://dbpedia.org/resource/Emma_Roberts>,12
<http://dbpedia.org/resource/Erasmus_Hall_High_School>,12
<http://dbpedia.org/resource/Grenada_national_football_team>,12
<http://dbpedia.org/resource/The_Harvard_Lampoon>,12
"<http://dbpedia.org/resource/Rock_Island,_Illinois>",12
<http://dbpedia.org/resource/Wimbledon_F.C.>,12
<http://dbpedia.org/resource/Georgetown_University_Law_Center>,12
<http://dbpedia.org/resource/The_Nightmare_Before_Christmas>,12
<http://dbpedia.org/resource/George_Segal>,12
<http://dbpedia.org/resource/Richard_Widmark>,12
"<http://dbpedia.org/resource/Jeffrey_Lynn_""Jeff""_Goldblum>",12
<http://dbpedia.org/resource/Wales_national_football_team>,12
<http://dbpedia.org/resource/Republic_of_Ireland_national_football_team>,12
"<http://dbpedia.org/resource/Corpus_Christi_College,_Oxford>",12
<http://dbpedia.org/resource/Brody_Jenner>,12
<http://dbpedia.org/resource/Axl_Rose>,12
<http://dbpedia.org/resource/Bangla>,12
<http://dbpedia.org/resource/Toni_Braxton>,12
<http://dbpedia.org/resource/Mack_Sennett>,12
<http://dbpedia.org/resource/Al_Roker>,12
<http://dbpedia.org/resource/Minnesota_Vikings>,12
<http://dbpedia.org/resource/Bruce_Davison>,12
<http://dbpedia.org/resource/Jack_Palance>,12
<http://dbpedia.org/resource/Titus_Welliver>,12
<http://dbpedia.org/resource/Brian_Keith>,12
<http://dbpedia.org/resource/Earlham_College>,12
"<http://dbpedia.org/resource/Paris,_je_t'aime>",12
<http://dbpedia.org/resource/The_House_Bunny>,12
<http://dbpedia.org/resource/Hildesheim>,12
<http://dbpedia.org/resource/Robert_Iler>,12
<http://dbpedia.org/resource/Rachel_Getting_Married>,12
<http://dbpedia.org/resource/New_Zealand_Labour_Party>,12
"<http://dbpedia.org/resource/University_of_Nevada,_Las_Vegas>",12
<http://dbpedia.org/resource/Michelangelo>,12
<http://dbpedia.org/resource/Marcia_Wallace>,12
<http://dbpedia.org/resource/Rambo_(2008_film)>,12
<http://dbpedia.org/resource/Bergamo>,12
<http://dbpedia.org/resource/Boeing>,12
<http://dbpedia.org/resource/Gate_Keepers_21>,12
<http://dbpedia.org/resource/Striptease_(film)>,12
<http://dbpedia.org/resource/Robert_Guillaume>,12
<http://dbpedia.org/resource/Florida_International_University>,12
<http://dbpedia.org/resource/Edge_of_Darkness_(2010_film)>,12
<http://dbpedia.org/resource/Lesser_Poland_Voivodeship>,12
<http://dbpedia.org/resource/Anne_Rice>,12
"<http://dbpedia.org/resource/It's_a_Mad,_Mad,_Mad,_Mad_World>",12
<http://dbpedia.org/resource/Alan_Tudyk>,12
<http://dbpedia.org/resource/Altrincham_F.C.>,12
<http://dbpedia.org/resource/Dave_Thomas_(actor)>,12
<http://dbpedia.org/resource/Daniel_Barenboim>,12
"<http://dbpedia.org/resource/Louis_Gossett,_Jr.>",12
<http://dbpedia.org/resource/Milwaukee_Brewers>,12
<http://dbpedia.org/resource/Fisher_Stevens>,12
<http://dbpedia.org/resource/Maya_Angelou>,12
<http://dbpedia.org/resource/Robert_Morse>,12
<http://dbpedia.org/resource/Steven_Moffat>,12
<http://dbpedia.org/resource/SC_Bastia>,12
<http://dbpedia.org/resource/RC_Strasbourg_Alsace>,12
"<http://dbpedia.org/resource/Monroe_County,_Pennsylvania>",12
<http://dbpedia.org/resource/Eastern_Michigan_University>,12
<http://dbpedia.org/resource/Leo_McCarey>,12
<http://dbpedia.org/resource/Alan_Bennett>,12
<http://dbpedia.org/resource/University_of_Minnesota_Law_School>,12
<http://dbpedia.org/resource/Puerto_Ricans>,12
<http://dbpedia.org/resource/Bandleader>,12
<http://dbpedia.org/resource/Jack_Elam>,12
<http://dbpedia.org/resource/Jane_Seymour_(actress)>,12
<http://dbpedia.org/resource/Tyler_Perry>,12
<http://dbpedia.org/resource/Coburg>,12
"<http://dbpedia.org/resource/Somerset_County,_Pennsylvania>",12
<http://dbpedia.org/resource/Solaris_(operating_system)>,12
<http://dbpedia.org/resource/Griffin_Dunne>,12
<http://dbpedia.org/resource/The_Rules_of_Attraction_(film)>,12
<http://dbpedia.org/resource/Pam_Tillis>,12
<http://dbpedia.org/resource/The_Lord_of_the_Rings:_The_Two_Towers>,12
<http://dbpedia.org/resource/Raymond_Burr>,12
<http://dbpedia.org/resource/L.A._Reid>,12
<http://dbpedia.org/resource/Munhwa_Broadcasting_Corporation>,12
"<http://dbpedia.org/resource/Ipswich,_Queensland>",12
<http://dbpedia.org/resource/New_York_Law_School>,12
<http://dbpedia.org/resource/The_Lord_of_the_Rings:_The_Return_of_the_King>,12
<http://dbpedia.org/resource/Vivek_(actor)>,12
"<http://dbpedia.org/resource/Lexington_County,_South_Carolina>",12
<http://dbpedia.org/resource/U.S._Cremonese>,12
<http://dbpedia.org/resource/Oliver_Hardy>,12
<http://dbpedia.org/resource/Enlightenment_in_Spain>,12
<http://dbpedia.org/resource/Central_Coast_Mariners_FC>,12
<http://dbpedia.org/resource/Tim_Carvell>,12
<http://dbpedia.org/resource/Businessperson>,12
<http://dbpedia.org/resource/Water_polo>,12
<http://dbpedia.org/resource/Academy_Award_for_Best_Original_Score>,12
<http://dbpedia.org/resource/New_Zealand_National_Party>,12
<http://dbpedia.org/resource/Perth_Glory_FC>,12
<http://dbpedia.org/resource/Charles_Band>,12
<http://dbpedia.org/resource/Wallachia>,12
<http://dbpedia.org/resource/Subhash_Ghai>,12
<http://dbpedia.org/resource/Jules_Bass>,12
<http://dbpedia.org/resource/Cyrano_de_Bergerac_(1990_film)>,12
<http://dbpedia.org/resource/Andrew_Stevens>,12
<http://dbpedia.org/resource/Edie_McClurg>,12
<http://dbpedia.org/resource/Marche>,12
<http://dbpedia.org/resource/S.B.V._Excelsior>,12
<http://dbpedia.org/resource/PSV_Eindhoven>,12
<http://dbpedia.org/resource/Academy_Award_for_Best_Foreign_Language_Film>,12
<http://dbpedia.org/resource/University_of_Michigan_Law_School>,12
<http://dbpedia.org/resource/ECW_on_TNN>,12
<http://dbpedia.org/resource/Walt_Disney_Imagineering>,12
<http://dbpedia.org/resource/Academy_Award_for_Best_Supporting_Actress>,12
<http://dbpedia.org/resource/United_States_Air_Force_Academy>,12
"<http://dbpedia.org/resource/Jackson_County,_Alabama>",12
<http://dbpedia.org/resource/ESPN>,12
<http://dbpedia.org/resource/Academy_Award_for_Best_Costume_Design>,12
<http://dbpedia.org/resource/Academy_Award_for_Best_Director>,12
<http://dbpedia.org/resource/The_Host_(2006_film)>,12
<http://dbpedia.org/resource/Joseon>,12
<http://dbpedia.org/resource/Battleground_(film)>,12
<http://dbpedia.org/resource/KT_Tunstall>,12
<http://dbpedia.org/resource/Robert_Young_(actor)>,12
<http://dbpedia.org/resource/Matt_LeBlanc>,12
<http://dbpedia.org/resource/Keir_Dullea>,12
"<http://dbpedia.org/resource/Blair_County,_Pennsylvania>",12
<http://dbpedia.org/resource/Olympiacos_F.C.>,12
<http://dbpedia.org/resource/The_Bourne_Ultimatum_(film)>,12
<http://dbpedia.org/resource/William_Travilla>,12
"<http://dbpedia.org/resource/Butler_County,_Pennsylvania>",12
<http://dbpedia.org/resource/It's_a_Wonderful_Life>,12
"<http://dbpedia.org/resource/Beaver_County,_Pennsylvania>",12
<http://dbpedia.org/resource/Rosalind_Russell>,12
<http://dbpedia.org/resource/John_G._Avildsen>,12
<http://dbpedia.org/resource/Kamloops>,12
<http://dbpedia.org/resource/Singin'_in_the_Rain>,12
<http://dbpedia.org/resource/FC_Dallas>,12
"<http://dbpedia.org/resource/Council_Bluffs,_Iowa>",12
<http://dbpedia.org/resource/University_of_Northern_Iowa>,12
<http://dbpedia.org/resource/Batman_Forever>,12
"<http://dbpedia.org/resource/Maui_County,_Hawaii>",12
<http://dbpedia.org/resource/Martine_McCutcheon>,12
<http://dbpedia.org/resource/Season_of_Mist>,12
<http://dbpedia.org/resource/Joan_of_Arc_(1948_film)>,12
<http://dbpedia.org/resource/Cebu_City>,12
<http://dbpedia.org/resource/Phnom_Penh>,12
<http://dbpedia.org/resource/Terry_Jones>,12
"<http://dbpedia.org/resource/Brazoria_County,_Texas>",12
<http://dbpedia.org/resource/Michael_Winterbottom>,12
<http://dbpedia.org/resource/Edward_Burns>,12
<http://dbpedia.org/resource/Dennis_Haysbert>,12
<http://dbpedia.org/resource/Ken_Annakin>,12
<http://dbpedia.org/resource/University_of_Bonn>,12
<http://dbpedia.org/resource/Roger_Bart>,12
<http://dbpedia.org/resource/War_of_the_Austrian_Succession>,12
<http://dbpedia.org/resource/K.A.A._Gent>,12
<http://dbpedia.org/resource/Eli_Roth>,12
<http://dbpedia.org/resource/The_Lion_King>,12
<http://dbpedia.org/resource/Addis_Ababa>,12
<http://dbpedia.org/resource/Coritiba_Foot_Ball_Club>,12
<http://dbpedia.org/resource/County_Tyrone>,12
<http://dbpedia.org/resource/Inside_Deep_Throat>,12
<http://dbpedia.org/resource/Umbria>,12
<http://dbpedia.org/resource/David_Chase>,12
<http://dbpedia.org/resource/Bayreuth>,12
<http://dbpedia.org/resource/Manche>,12
<http://dbpedia.org/resource/The_Last_of_the_Mohicans_(1992_film)>,12
<http://dbpedia.org/resource/Fyvush_Finkel>,12
<http://dbpedia.org/resource/KC_and_the_Sunshine_Band>,12
<http://dbpedia.org/resource/Vanderbilt_University>,12
<http://dbpedia.org/resource/Mo'Nique>,12
<http://dbpedia.org/resource/Starbucks>,12
<http://dbpedia.org/resource/Dave_Goelz>,12
<http://dbpedia.org/resource/Pennsylvania_Academy_of_the_Fine_Arts>,12
"<http://dbpedia.org/resource/Montgomery_County,_New_York>",12
<http://dbpedia.org/resource/Trentino>,12
<http://dbpedia.org/resource/Holby_City>,12
"<http://dbpedia.org/resource/Washington_County,_New_York>",12
<http://dbpedia.org/resource/Senate_of_Virginia>,12
<http://dbpedia.org/resource/Clint_Howard>,12
<http://dbpedia.org/resource/Yvelines>,12
<http://dbpedia.org/resource/Garry_Chalk>,12
<http://dbpedia.org/resource/Brantford>,12
<http://dbpedia.org/resource/Cyndi_Lauper>,12
<http://dbpedia.org/resource/Ben-Hur_(1959_film)>,12
<http://dbpedia.org/resource/Ice_cream>,12
<http://dbpedia.org/resource/Eileen_Brennan>,12
<http://dbpedia.org/resource/Dave_Fleischer>,12
"<http://dbpedia.org/resource/Markham,_Ontario>",12
<http://dbpedia.org/resource/Kathleen_Quinlan>,12
<http://dbpedia.org/resource/Wil_Wheaton>,12
<http://dbpedia.org/resource/WWE_SmackDown>,12
<http://dbpedia.org/resource/Black_Mountain_College>,12
<http://dbpedia.org/resource/Rosenborg_BK>,12
<http://dbpedia.org/resource/Skull_and_Bones>,12
"<http://dbpedia.org/resource/Madison_County,_New_York>",12
<http://dbpedia.org/resource/Backstairs_at_the_White_House>,12
<http://dbpedia.org/resource/Thrissur>,12
<http://dbpedia.org/resource/Leiden_University>,12
<http://dbpedia.org/resource/U.C._AlbinoLeffe>,12
<http://dbpedia.org/resource/Brenda_Strong>,12
<http://dbpedia.org/resource/Rachael_Leigh_Cook>,12
<http://dbpedia.org/resource/The_Waltons>,12
<http://dbpedia.org/resource/Barbara_Walters>,12
"<http://dbpedia.org/resource/Franklin_County,_New_York>",12
<http://dbpedia.org/resource/Otis_College_of_Art_and_Design>,12
"<http://dbpedia.org/resource/Gettysburg,_Pennsylvania>",12
<http://dbpedia.org/resource/Dan_Hedaya>,12
<http://dbpedia.org/resource/Frank_Gehry>,12
"<http://dbpedia.org/resource/Sussex_County,_Delaware>",12
"<http://dbpedia.org/resource/Belleville,_Ontario>",12
<http://dbpedia.org/resource/Richard_Fleischer>,12
<http://dbpedia.org/resource/University_of_Kansas>,12
<http://dbpedia.org/resource/Stephen_J._Cannell>,12
<http://dbpedia.org/resource/The_Believer_(film)>,12
<http://dbpedia.org/resource/University_of_Pennsylvania_Law_School>,12
"<http://dbpedia.org/resource/Columbia_County,_New_York>",12
<http://dbpedia.org/resource/Toy_Story_2>,12
<http://dbpedia.org/resource/Peter_Riegert>,12
<http://dbpedia.org/resource/Andrew_Lincoln>,12
<http://dbpedia.org/resource/Intolerable_Cruelty>,12
<http://dbpedia.org/resource/Avril_Lavigne>,12
<http://dbpedia.org/resource/Bleach:_Memories_of_Nobody>,12
"<http://dbpedia.org/resource/Cambria_County,_Pennsylvania>",12
<http://dbpedia.org/resource/Calcio_Catania>,12
<http://dbpedia.org/resource/Laura_(1944_film)>,12
<http://dbpedia.org/resource/Corsica>,12
"<http://dbpedia.org/resource/Roanoke,_Virginia>",12
<http://dbpedia.org/resource/Bob_Jones_University>,12
"<http://dbpedia.org/resource/St_Catharine's_College,_Cambridge>",12
<http://dbpedia.org/resource/FC_Metz>,12
<http://dbpedia.org/resource/Columbia_Law_School>,12
<http://dbpedia.org/resource/Battle_Royale_(film)>,12
<http://dbpedia.org/resource/Irem>,12
<http://dbpedia.org/resource/Greater_Poland_Voivodeship>,12
<http://dbpedia.org/resource/Batman_Returns>,12
<http://dbpedia.org/resource/Pauly_Shore>,12
<http://dbpedia.org/resource/Henry_Bumstead>,12
"<http://dbpedia.org/resource/Clare_College,_Cambridge>",12
<http://dbpedia.org/resource/Cochin_Haneefa>,12
<http://dbpedia.org/resource/Richard_Chamberlain>,12
<http://dbpedia.org/resource/East_India_Company>,12
<http://dbpedia.org/resource/Bette_Midler>,12
<http://dbpedia.org/resource/Montpellier>,12
<http://dbpedia.org/resource/Basil_Rathbone>,12
<http://dbpedia.org/resource/Stetson_University>,12
<http://dbpedia.org/resource/Tommy_Chong>,12
<http://dbpedia.org/resource/Atari_Games>,12
<http://dbpedia.org/resource/Jeremy_Clarkson>,12
<http://dbpedia.org/resource/Bradley_University>,12
<http://dbpedia.org/resource/King_Vidor>,12
<http://dbpedia.org/resource/County_Clare>,12
<http://dbpedia.org/resource/Tsinghua_University>,12
<http://dbpedia.org/resource/West_Java>,12
<http://dbpedia.org/resource/Holes_(film)>,12
<http://dbpedia.org/resource/David_Henrie>,12
<http://dbpedia.org/resource/Australian_Greens>,12
<http://dbpedia.org/resource/Alicia_Silverstone>,12
<http://dbpedia.org/resource/Roger_Taylor_(Queen_drummer)>,12
<http://dbpedia.org/resource/Axis_powers>,12
<http://dbpedia.org/resource/Sydney_Airport>,12
<http://dbpedia.org/resource/Avalon_Hill>,12
<http://dbpedia.org/resource/A.C._Cesena>,12
<http://dbpedia.org/resource/Nelly>,12
<http://dbpedia.org/resource/Craven>,12
<http://dbpedia.org/resource/Medill_School_of_Journalism>,12
<http://dbpedia.org/resource/The_Lives_of_Others>,12
<http://dbpedia.org/resource/Yekaterinburg>,12
<http://dbpedia.org/resource/Taye_Diggs>,12
<http://dbpedia.org/resource/Cardiff_City_F.C.>,12
<http://dbpedia.org/resource/University_of_South_Dakota>,12
<http://dbpedia.org/resource/Snow_White_and_the_Seven_Dwarfs_(1937_film)>,12
<http://dbpedia.org/resource/The_Aristocrats_(film)>,12
<http://dbpedia.org/resource/1982_Lebanon_War>,12
<http://dbpedia.org/resource/Philadelphia_Flyers>,12
"<http://dbpedia.org/resource/Lake_County,_Florida>",12
<http://dbpedia.org/resource/Rostov-on-Don>,12
<http://dbpedia.org/resource/Rickey_Henderson>,12
<http://dbpedia.org/resource/Cleveland_Cavaliers>,11
<http://dbpedia.org/resource/Lord_Byron>,11
<http://dbpedia.org/resource/Bright_Star_(film)>,11
<http://dbpedia.org/resource/Progressive_bluegrass>,11
<http://dbpedia.org/resource/Northern_Dancer>,11
<http://dbpedia.org/resource/International_Cricket_Council>,11
<http://dbpedia.org/resource/Rock_Band_2>,11
<http://dbpedia.org/resource/Linux>,11
<http://dbpedia.org/resource/Ron_W._Miller>,11
"<http://dbpedia.org/resource/Litchfield_County,_Connecticut>",11
<http://dbpedia.org/resource/TV_Asahi>,11
<http://dbpedia.org/resource/Dave_Foley>,11
<http://dbpedia.org/resource/Whip_It_(film)>,11
<http://dbpedia.org/resource/Jim_Beaver>,11
<http://dbpedia.org/resource/Fremantle>,11
<http://dbpedia.org/resource/Carolina_RailHawks>,11
<http://dbpedia.org/resource/An_Education>,11
<http://dbpedia.org/resource/St._Catharines>,11
"<http://dbpedia.org/resource/Brunswick,_Georgia>",11
"<http://dbpedia.org/resource/Jacobus_Franciscus_""Jim""_Thorpe>",11
